PRN,Timestamp,X_km,Y_km,Z_km
PG25,2026-04-01 12:00:0.00000000,9944.304575,17666.832572,-17673.552077
PG26,2026-04-01 12:00:0.00000000,25714.706398,2961.356304,6591.771765
PG27,2026-04-01 12:00:0.00000000,13302.033418,-9781.325607,20347.347648
PG28,2026-04-01 12:00:0.00000000,20370.221075,-947.223463,-17021.659113
PG29,2026-04-01 12:00:0.00000000,3878.259372,25894.440734,3897.13881
PG30,2026-04-01 12:00:0.00000000,-16428.905367,-6170.504964,20205.459315
PG31,2026-04-01 12:00:0.00000000,23582.025784,-8465.074325,-9547.575243
PG32,2026-04-01 12:00:0.00000000,14560.386864,11372.572333,-18873.926082
PG01,2026-04-01 12:15:0.00000000,11407.427613,-19935.314511,-13275.668408
PG02,2026-04-01 12:15:0.00000000,17684.274906,-19319.983878,-1307.02999
PG03,2026-04-01 12:15:0.00000000,2443.65671,-14558.377253,-22282.766716
PG04,2026-04-01 12:15:0.00000000,1488.242289,-25327.220185,-7522.36008
PG05,2026-04-01 12:15:0.00000000,-17954.942103,7186.140644,18051.938615
PG06,2026-04-01 12:15:0.00000000,-18805.686959,-707.299586,-18745.204614
PG07,2026-04-01 12:15:0.00000000,-4173.868223,-16258.157209,21121.177649
PG08,2026-04-01 12:15:0.00000000,8436.911453,-18122.307064,17053.566079
PG09,2026-04-01 12:15:0.00000000,-6895.069773,-25518.260472,2048.169099
PG10,2026-04-01 12:15:0.00000000,23900.529855,11452.89732,3830.501239
PG11,2026-04-01 12:15:0.00000000,-22851.114942,10779.212864,-8014.8187
PG12,2026-04-01 12:15:0.00000000,-6720.847085,13846.797174,-21937.832113
PG13,2026-04-01 12:15:0.00000000,-13086.507659,11134.866813,19904.844522
PG14,2026-04-01 12:15:0.00000000,-22412.781586,-13165.740722,6281.36199
PG15,2026-04-01 12:15:0.00000000,-5340.996454,19759.814377,16354.004451
PG16,2026-04-01 12:15:0.00000000,21945.650888,-1440.67881,14801.434859
PG17,2026-04-01 12:15:0.00000000,-12777.400477,-17417.163002,-14904.520281
PG18,2026-04-01 12:15:0.00000000,5497.847101,14527.574453,21558.796664
PG19,2026-04-01 12:15:0.00000000,-15075.385708,-8530.216353,-20344.644242
PG20,2026-04-01 12:15:0.00000000,-11543.222102,13249.754894,19995.653523
PG21,2026-04-01 12:15:0.00000000,-23678.185973,50.46174,12080.545141
PG22,2026-04-01 12:15:0.00000000,-23882.710103,-11214.469336,333.47898
PG23,2026-04-01 12:15:0.00000000,15558.127537,15624.913133,15079.482897
PG24,2026-04-01 12:15:0.00000000,-13286.136935,21808.133337,-7109.9265
PG25,2026-04-01 12:15:0.00000000,7987.577094,17098.409794,-19172.081425
PG26,2026-04-01 12:15:0.00000000,26232.05293,3426.237834,3910.393696
PG27,2026-04-01 12:15:0.00000000,13799.342562,-7375.74239,21045.914877
PG28,2026-04-01 12:15:0.00000000,18901.667316,477.83159,-18655.000388
PG29,2026-04-01 12:15:0.00000000,3636.282545,26203.056651,1050.292046
PG30,2026-04-01 12:15:0.00000000,-14680.88638,-7697.497306,20995.759405
PG31,2026-04-01 12:15:0.00000000,22764.358953,-7579.749541,-12003.683552
PG32,2026-04-01 12:15:0.00000000,14771.203061,13478.64677,-17296.295485
PG01,2026-04-01 12:30:0.00000000,12636.008118,-20614.530877,-10906.724101
PG02,2026-04-01 12:30:0.00000000,17918.002087,-19139.933856,1587.279499
PG03,2026-04-01 12:30:0.00000000,4819.49468,-13766.431165,-22389.749561
PG04,2026-04-01 12:30:0.00000000,1886.80495,-24363.370133,-10160.368809
PG05,2026-04-01 12:30:0.00000000,-19841.543668,6548.879473,16249.889459
PG06,2026-04-01 12:30:0.00000000,-17176.360503,-2224.889559,-20120.970241
PG07,2026-04-01 12:30:0.00000000,-2443.562646,-17700.137074,20147.812669
PG08,2026-04-01 12:30:0.00000000,9175.849847,-16149.994744,18610.545863
PG09,2026-04-01 12:30:0.00000000,-6671.640481,-25656.903494,-818.759052
PG10,2026-04-01 12:30:0.00000000,23327.236012,11399.198137,6649.019953
PG11,2026-04-01 12:30:0.00000000,-22174.337947,9914.349181,-10604.409025
PG12,2026-04-01 12:30:0.00000000,-8976.041152,12930.531043,-21685.284981
PG13,2026-04-01 12:30:0.00000000,-13337.025722,8752.91911,20913.275745
PG14,2026-04-01 12:30:0.00000000,-21520.200528,-13145.357475,8903.066966
PG15,2026-04-01 12:30:0.00000000,-6304.55192,17918.17509,18000.216885
PG16,2026-04-01 12:30:0.00000000,23364.291266,-649.101012,12618.878944
PG17,2026-04-01 12:30:0.00000000,-12814.985561,-19078.631243,-12707.701357
PG18,2026-04-01 12:30:0.00000000,3636.049139,16069.125658,20821.810222
PG19,2026-04-01 12:30:0.00000000,-15248.931005,-10758.373205,-19166.522743
PG20,2026-04-01 12:30:0.00000000,-12172.993916,11006.065744,20959.413507
PG21,2026-04-01 12:30:0.00000000,-24782.024618,-549.25945,9601.638589
PG22,2026-04-01 12:30:0.00000000,-23616.659745,-11413.417921,3193.067745
PG23,2026-04-01 12:30:0.00000000,13790.840882,15210.910925,17075.644334
PG24,2026-04-01 12:30:0.00000000,-13940.076434,22040.914184,-4389.304168
PG25,2026-04-01 12:30:0.00000000,5861.880578,16588.337141,-20353.089139
PG26,2026-04-01 12:30:0.00000000,26474.354475,3798.103353,1163.047611
PG27,2026-04-01 12:30:0.00000000,14427.027282,-4943.810809,21368.334878
PG28,2026-04-01 12:30:0.00000000,17388.615584,2092.670357,-19967.371041
PG29,2026-04-01 12:30:0.00000000,3366.896219,26202.08899,-1814.810346
PG30,2026-04-01 12:30:0.00000000,-12957.826375,-9355.918871,21432.425869
PG31,2026-04-01 12:30:0.00000000,21794.269967,-6482.785544,-14259.329349
PG32,2026-04-01 12:30:0.00000000,15050.615213,15375.084508,-15416.907294
PG01,2026-04-01 12:45:0.00000000,13619.126256,-21171.165608,-8349.329578
PG02,2026-04-01 12:45:0.00000000,17949.122174,-18718.594559,4453.387532
PG03,2026-04-01 12:45:0.00000000,7229.364753,-13115.348299,-22118.407101
PG04,2026-04-01 12:45:0.00000000,2404.362948,-23140.155128,-12621.613479
PG05,2026-04-01 12:45:0.00000000,-21542.046161,6061.54264,14165.311292
PG06,2026-04-01 12:45:0.00000000,-15536.345303,-3928.5299,-21150.052684
PG07,2026-04-01 12:45:0.00000000,-872.994795,-19142.584915,18841.804081
PG08,2026-04-01 12:45:0.00000000,10057.884582,-14066.911974,19837.487806
PG09,2026-04-01 12:45:0.00000000,-6360.056692,-25497.074476,-3671.545452
PG10,2026-04-01 12:45:0.00000000,22452.891419,11298.498732,9356.171683
PG11,2026-04-01 12:45:0.00000000,-21337.141734,8820.704376,-13010.323878
PG12,2026-04-01 12:45:0.00000000,-11230.810398,12149.356206,-21069.338583
PG13,2026-04-01 12:45:0.00000000,-13726.436386,6295.426402,21551.235717
PG14,2026-04-01 12:45:0.00000000,-20352.254715,-13095.029943,11374.651301
PG15,2026-04-01 12:45:0.00000000,-7430.850189,15968.259918,19322.607427
PG16,2026-04-01 12:45:0.00000000,24574.2175,-21.855315,10219.158641
PG17,2026-04-01 12:45:0.00000000,-12880.291516,-20475.391961,-10284.658996
PG18,2026-04-01 12:45:0.00000000,1931.57679,17637.073462,19726.201048
PG19,2026-04-01 12:45:0.00000000,-15513.045544,-12822.656804,-17665.570244
PG20,2026-04-01 12:45:0.00000000,-12944.961088,8713.508822,21564.934871
PG21,2026-04-01 12:45:0.00000000,-25636.433288,-1013.198775,6957.89756
PG22,2026-04-01 12:45:0.00000000,-23058.69861,-11515.899039,5996.878954
PG23,2026-04-01 12:45:0.00000000,11798.28494,14851.595597,18782.681582
PG24,2026-04-01 12:45:0.00000000,-14394.276239,22056.606688,-1592.209946
PG25,2026-04-01 12:45:0.00000000,3602.727352,16162.795219,-21197.063089
PG26,2026-04-01 12:45:0.00000000,26429.878857,4109.398558,-1603.872146
PG27,2026-04-01 12:45:0.00000000,15177.540781,-2535.499252,21310.031492
PG28,2026-04-01 12:45:0.00000000,15874.357575,3879.421109,-20936.150706
PG29,2026-04-01 12:45:0.00000000,3033.377377,25897.813517,-4648.396825
PG30,2026-04-01 12:45:0.00000000,-11296.515423,-11118.969194,21507.494318
PG31,2026-04-01 12:45:0.00000000,20712.321367,-5170.575983,-16277.137106
PG32,2026-04-01 12:45:0.00000000,15366.223333,17030.921048,-13269.434916
PG01,2026-04-01 13:00:0.00000000,14362.603636,-21565.954007,-5647.614614
PG02,2026-04-01 13:00:0.00000000,17811.756579,-18039.053442,7240.720412
PG03,2026-04-01 13:00:0.00000000,9623.60379,-12614.298634,-21472.897257
PG04,2026-04-01 13:00:0.00000000,3066.037497,-21691.087045,-14863.370617
PG05,2026-04-01 13:00:0.00000000,-23016.449661,5703.606628,11834.866437
PG06,2026-04-01 13:00:0.00000000,-13929.391374,-5794.591795,-21814.195127
PG07,2026-04-01 13:00:0.00000000,521.394019,-20543.812532,17222.78758
PG08,2026-04-01 13:00:0.00000000,11083.057031,-11920.544849,20713.54966
PG09,2026-04-01 13:00:0.00000000,-5926.35126,-25055.212608,-6460.959019
PG10,2026-04-01 13:00:0.00000000,21285.701557,11191.49063,11906.936395
PG11,2026-04-01 13:00:0.00000000,-20380.721394,7494.132404,-15190.851972
PG12,2026-04-01 13:00:0.00000000,-13438.691563,11509.752947,-20100.042205
PG13,2026-04-01 13:00:0.00000000,-14256.397701,3813.92383,21807.96372
PG14,2026-04-01 13:00:0.00000000,-18921.997205,-13050.685327,13654.401066
PG15,2026-04-01 13:00:0.00000000,-8715.235245,13957.105905,20296.454538
PG16,2026-04-01 13:00:0.00000000,25542.065183,462.573911,7644.585715
PG17,2026-04-01 13:00:0.00000000,-12936.970106,-21588.25153,-7678.993631
PG18,2026-04-01 13:00:0.00000000,407.045902,19188.261108,18290.062738
PG19,2026-04-01 13:00:0.00000000,-15841.362056,-14687.637841,-15867.997994
PG20,2026-04-01 13:00:0.00000000,-13852.50004,6419.691677,21801.820768
PG21,2026-04-01 13:00:0.00000000,-26214.44164,-1369.936871,4194.71058
PG22,2026-04-01 13:00:0.00000000,-22207.795883,-11559.89386,8696.370112
PG23,2026-04-01 13:00:0.00000000,9614.698793,14578.577118,20171.317807
PG24,2026-04-01 13:00:0.00000000,-14671.399534,21827.613219,1232.778902
PG25,2026-04-01 13:00:0.00000000,1250.254092,15841.779826,-21689.851672
PG26,2026-04-01 13:00:0.00000000,26094.701606,4394.365651,-4343.924457
PG27,2026-04-01 13:00:0.00000000,16035.477249,-198.705647,20873.448951
PG28,2026-04-01 13:00:0.00000000,14399.346992,5812.478523,-21544.623933
PG29,2026-04-01 13:00:0.00000000,2601.243669,25305.227714,-7401.310107
PG30,2026-04-01 13:00:0.00000000,-9729.078786,-12953.83893,21218.961677
PG31,2026-04-01 13:00:0.00000000,19560.187598,-3647.492324,-18023.645999
PG32,2026-04-01 13:00:0.00000000,15681.681134,18423.116295,-10892.018266
PG01,2026-04-01 13:15:0.00000000,14880.322289,-21763.054375,-2848.247899
PG02,2026-04-01 13:15:0.00000000,17544.098609,-17092.65344,9900.693273
PG03,2026-04-01 13:15:0.00000000,11951.95773,-12263.947544,-20463.61655
PG04,2026-04-01 13:15:0.00000000,3890.288139,-20055.552103,-16846.816479
PG05,2026-04-01 13:15:0.00000000,-24230.990989,5447.997275,9299.382844
PG06,2026-04-01 13:15:0.00000000,-12395.298454,-7791.762912,-22101.409177
PG07,2026-04-01 13:15:0.00000000,1730.615548,-21860.450632,15315.710201
PG08,2026-04-01 13:15:0.00000000,12243.41163,-9758.610654,21224.362179
PG09,2026-04-01 13:15:0.00000000,-5340.810262,-24355.616883,-9138.988596
PG10,2026-04-01 13:15:0.00000000,19842.505513,11117.198793,14258.9991
PG11,2026-04-01 13:15:0.00000000,-19347.854404,5939.066626,-17108.202635
PG12,2026-04-01 13:15:0.00000000,-15553.319613,11010.266001,-18793.244394
PG13,2026-04-01 13:15:0.00000000,-14920.058777,1359.835336,21679.647019
PG14,2026-04-01 13:15:0.00000000,-17250.248321,-13045.874917,15703.74438
PG15,2026-04-01 13:15:0.00000000,-10144.701435,11931.832333,20903.513948
PG16,2026-04-01 13:15:0.00000000,26240.941391,831.604235,4939.94617
PG17,2026-04-01 13:15:0.00000000,-12946.989869,-22407.052142,-4937.390245
PG18,2026-04-01 13:15:0.00000000,-922.962514,20677.195153,16537.479822
PG19,2026-04-01 13:15:0.00000000,-16202.390213,-16324.283794,-13804.709949
PG20,2026-04-01 13:15:0.00000000,-14881.050972,4170.842749,21665.930023
PG21,2026-04-01 13:15:0.00000000,-26496.673863,-1652.481326,1359.512299
PG22,2026-04-01 13:15:0.00000000,-21071.735037,-11583.751453,11245.264903
PG23,2026-04-01 13:15:0.00000000,7280.539453,14417.410846,21217.523313
PG24,2026-04-01 13:15:0.00000000,-14799.630907,21333.058365,4035.934267
PG25,2026-04-01 13:15:0.00000000,-1152.058938,15638.345273,-21822.881964
PG26,2026-04-01 13:15:0.00000000,25472.836727,4687.5646,-7011.341879
PG27,2026-04-01 13:15:0.00000000,16978.188632,2022.447881,20067.903301
PG28,2026-04-01 13:15:0.00000000,12999.713326,7859.303766,-21782.270058
PG29,2026-04-01 13:15:0.00000000,2039.804129,24447.438763,-10025.881297
PG30,2026-04-01 13:15:0.00000000,-8281.878055,-14822.775926,20570.866991
PG31,2026-04-01 13:15:0.00000000,18379.109637,-1925.900147,-19469.802308
PG32,2026-04-01 13:15:0.00000000,15958.245894,19537.221221,-8326.527137
PG01,2026-04-01 13:30:0.00000000,15193.505283,-21731.533623,0.378539
PG02,2026-04-01 13:30:0.00000000,17186.705923,-15879.399144,12387.580991
PG03,2026-04-01 13:30:0.00000000,14165.304614,-12056.484372,-19107.068903
PG04,2026-04-01 13:30:0.00000000,4888.006191,-18277.334555,-18537.711856
PG05,2026-04-01 13:30:0.00000000,-25159.337214,5262.347014,6603.101819
PG06,2026-04-01 13:30:0.00000000,-10968.454333,-9882.065328,-22006.219095
PG07,2026-04-01 13:30:0.00000000,2753.383904,-23048.992831,13150.594229
PG08,2026-04-01 13:30:0.00000000,13523.22112,-7627.31333,21362.222773
PG09,2026-04-01 13:30:0.00000000,-4579.313785,-23429.45461,-11659.670286
PG10,2026-04-01 13:30:0.00000000,18148.240191,11111.395972,16373.373897
PG11,2026-04-01 13:30:0.00000000,-18281.207321,4168.551391,-18729.174107
PG12,2026-04-01 13:30:0.00000000,-17530.001772,10641.648118,-17170.375287
PG13,2026-04-01 13:30:0.00000000,-15702.304955,-1017.379999,21169.441737
PG14,2026-04-01 13:30:0.00000000,-15364.962332,-13110.37375,17487.870627
PG15,2026-04-01 13:30:0.00000000,-11698.229548,9937.839443,21132.442377
PG16,2026-04-01 13:30:0.00000000,26651.335203,1117.251475,2151.704212
PG17,2026-04-01 13:30:0.00000000,-12872.331074,-22930.877138,-2108.684665
PG18,2026-04-01 13:30:0.00000000,-2052.313021,22057.742539,14498.158367
PG19,2026-04-01 13:30:0.00000000,-16560.797367,-17710.830897,-11510.776091
PG20,2026-04-01 13:30:0.00000000,-16008.58417,2010.220223,21159.45259
PG21,2026-04-01 13:30:0.00000000,-26472.083161,-1896.794273,-1499.025951
PG22,2026-04-01 13:30:0.00000000,-19666.842645,-11624.520295,13600.332256
PG23,2026-04-01 13:30:0.00000000,4841.147587,14386.545215,21902.936478
PG24,2026-04-01 13:30:0.00000000,-14811.440662,20559.842968,6767.302214
PG25,2026-04-01 13:30:0.00000000,-3558.789798,15558.104108,-21593.311715
PG26,2026-04-01 13:30:0.00000000,24576.090515,5022.39816,-9561.726407
PG27,2026-04-01 13:30:0.00000000,17976.704747,4089.13861,18909.291339
PG28,2026-04-01 13:30:0.00000000,11705.954371,9981.498173,-21644.947088
PG29,2026-04-01 13:30:0.00000000,1323.556799,23354.747285,-12476.771187
PG30,2026-04-01 13:30:0.00000000,-6974.628587,-16684.352036,19573.283202
PG31,2026-04-01 13:30:0.00000000,17208.380018,-25.88812,-20591.392833
PG32,2026-04-01 13:30:0.00000000,16156.414507,20367.709072,-5617.77679
PG01,2026-04-01 13:45:0.00000000,15329.715735,-21446.674251,2848.9978
PG02,2026-04-01 13:45:0.00000000,16780.743783,-14408.01474,14659.291631
PG03,2026-04-01 13:45:0.00000000,16217.349968,-11975.979551,-17425.640041
PG04,2026-04-01 13:45:0.00000000,6061.914374,-16402.982862,-19906.997976
PG05,2026-04-01 13:45:0.00000000,-25783.492751,5110.456967,3792.874949
PG06,2026-04-01 13:45:0.00000000,-9676.589488,-12022.145147,-21529.792605
PG07,2026-04-01 13:45:0.00000000,3596.084072,-24067.394567,10762.211037
PG08,2026-04-01 13:45:0.00000000,14899.535613,-5569.688723,21126.148146
PG09,2026-04-01 13:45:0.00000000,-3624.455336,-22313.521326,-13979.870343
PG10,2026-04-01 13:45:0.00000000,16235.124771,11205.149556,18214.976788
PG11,2026-04-01 13:45:0.00000000,-17221.660321,2203.937121,-20025.738442
PG12,2026-04-01 13:45:0.00000000,-19327.245225,10387.300133,-15258.14809
PG13,2026-04-01 13:45:0.00000000,-16580.3515,-3271.984723,20287.349933
PG14,2026-04-01 13:45:0.00000000,-13300.337389,-13268.926269,18976.298053
PG15,2026-04-01 13:45:0.00000000,-13347.480257,8017.083231,20979.059076
PG16,2026-04-01 13:45:0.00000000,26761.748881,1354.677707,-672.785176
PG17,2026-04-01 13:45:0.00000000,-12676.669653,-23167.886375,757.092316
PG18,2026-04-01 13:45:0.00000000,-2983.394085,23284.878564,12206.947957
PG19,2026-04-01 13:45:0.00000000,-16878.828628,-18833.392164,-9024.8602
PG20,2026-04-01 13:45:0.00000000,-17206.363387,-23.362174,20290.881987
PG21,2026-04-01 13:45:0.00000000,-26138.378976,-2140.205755,-4331.826872
PG22,2026-04-01 13:45:0.00000000,-18017.399721,-11716.365119,15722.081749
PG23,2026-04-01 13:45:0.00000000,2345.22719,14496.543013,22215.202314
PG24,2026-04-01 13:45:0.00000000,-14742.153256,19503.410157,9377.677286
PG25,2026-04-01 13:45:0.00000000,-5924.052449,15599.001702,-21004.112528
PG26,2026-04-01 13:45:0.00000000,23423.646914,5429.692413,-11952.714453
PG27,2026-04-01 13:45:0.00000000,18996.910886,5969.125653,17419.672139
PG28,2026-04-01 13:45:0.00000000,10541.857616,12136.110066,-21134.966318
PG29,2026-04-01 13:45:0.00000000,433.377524,22063.464824,-14711.762707
PG30,2026-04-01 13:45:0.00000000,-5819.767762,-18494.887772,18242.216157
PG31,2026-04-01 13:45:0.00000000,16083.909853,2025.28141,-21369.416122
PG32,2026-04-01 13:45:0.00000000,16237.579486,20917.965513,-2812.713331
PG01,2026-04-01 14:00:0.00000000,15321.614049,-20891.050408,5648.333671
PG02,2026-04-01 14:00:0.00000000,16366.253564,-12695.662583,16678.031667
PG03,2026-04-01 14:00:0.00000000,18066.23284,-11999.060043,-15447.277472
PG04,2026-04-01 14:00:0.00000000,7406.295996,-14480.083987,-20931.292896
PG05,2026-04-01 14:00:0.00000000,-26094.387809,4953.903382,917.326856
PG06,2026-04-01 14:00:0.00000000,-8539.79825,-14164.785843,-20679.95354
PG07,2026-04-01 14:00:0.00000000,4272.449784,-24876.671856,8189.657737
PG08,2026-04-01 14:00:0.00000000,16343.02704,-3624.105909,20521.791357
PG09,2026-04-01 14:00:0.00000000,-2466.397348,-21048.802146,-16060.01072
PG10,2026-04-01 14:00:0.00000000,14141.594689,11423.550185,19753.143549
PG11,2026-04-01 14:00:0.00000000,-16206.716046,74.250264,-20975.532129
PG12,2026-04-01 14:00:0.00000000,-20908.184549,10223.994273,-13088.180329
PG13,2026-04-01 14:00:0.00000000,-17524.656635,-5363.551423,19049.960319
PG14,2026-04-01 14:00:0.00000000,-11095.698993,-13540.184372,20143.382168
PG15,2026-04-01 14:00:0.00000000,-15057.815492,6206.50577,20446.435355
PG16,2026-04-01 14:00:0.00000000,26569.035262,1580.648984,-3486.043325
PG17,2026-04-01 14:00:0.00000000,-12326.978536,-23134.796591,3609.668295
PG18,2026-04-01 14:00:0.00000000,-3726.857617,24316.416955,9703.260672
PG19,2026-04-01 14:00:0.00000000,-17117.815153,-19686.284354,-6388.609574
PG20,2026-04-01 14:00:0.00000000,-18439.978455,-1896.837388,19074.884493
PG21,2026-04-01 14:00:0.00000000,-25502.130418,-2419.774571,-7090.245258
PG22,2026-04-01 14:00:0.00000000,-16154.76631,-11889.129167,17575.367542
PG23,2026-04-01 14:00:0.00000000,-156.807133,14749.607863,22148.221562
PG24,2026-04-01 14:00:0.00000000,-14628.376859,18168.178944,11819.602043
PG25,2026-04-01 14:00:0.00000000,-8203.001557,15751.37609,-20064.080966
PG26,2026-04-01 14:00:0.00000000,22041.401301,5936.38174,-14144.605827
PG27,2026-04-01 14:00:0.00000000,20000.927307,7637.744956,15626.739118
PG28,2026-04-01 14:00:0.00000000,9523.691904,14277.125229,-20261.056204
PG29,2026-04-01 14:00:0.00000000,-642.546863,20614.513471,-16692.490069
PG30,2026-04-01 14:00:0.00000000,-4822.100442,-20209.985211,16599.407901
PG31,2026-04-01 14:00:0.00000000,15036.926896,4193.982598,-21790.388112
PG32,2026-04-01 14:00:0.00000000,16165.640062,21199.945654,40.414514
PG01,2026-04-01 14:15:0.00000000,15205.522916,-20055.329918,8349.967033
PG02,2026-04-01 14:15:0.00000000,15980.515554,-10767.345045,18410.857256
PG03,2026-04-01 14:15:0.00000000,19675.98284,-12095.881326,-13205.07719
PG04,2026-04-01 14:15:0.00000000,8907.063472,-12555.514583,-21593.280291
PG05,2026-04-01 14:15:0.00000000,-26092.129115,4753.723252,-1973.999696
PG06,2026-04-01 14:15:0.00000000,-7569.866584,-16260.587738,-19471.073784
PG07,2026-04-01 14:15:0.00000000,4802.950797,-25442.440538,5475.831414
PG08,2026-04-01 14:15:0.00000000,17819.08864,-1822.981854,19561.232252
PG09,2026-04-01 14:15:0.00000000,-1103.430971,-19678.89157,-17864.725974
PG10,2026-04-01 14:15:0.00000000,11911.02193,11784.665246,20962.089138
PG11,2026-04-01 14:15:0.00000000,-15269.055583,-2184.737478,-21562.243534
PG12,2026-04-01 14:15:0.00000000,-22241.857231,10122.857665,-10696.536164
PG13,2026-04-01 14:15:0.00000000,-18500.111344,-7258.320295,17480.06353
PG14,2026-04-01 14:15:0.00000000,-8794.195328,-13935.877994,20968.757459
PG15,2026-04-01 14:15:0.00000000,-16789.601394,4536.69292,19544.809155
PG16,2026-04-01 14:15:0.00000000,26078.437752,1831.960946,-6241.205403
PG17,2026-04-01 14:15:0.00000000,-11794.980832,-22856.037003,6399.457438
PG18,2026-04-01 14:15:0.00000000,-4301.027137,25114.652537,7030.395464
PG19,2026-04-01 14:15:0.00000000,-17239.71771,-20272.065897,-3646.01351
PG20,2026-04-01 14:15:0.00000000,-19670.609088,-3583.966415,17532.06627
PG21,2026-04-01 14:15:0.00000000,-24578.541739,-2770.660374,-9726.899259
PG22,2026-04-01 14:15:0.00000000,-14116.259782,-12167.093547,19129.896311
PG23,2026-04-01 14:15:0.00000000,-2614.555992,15139.436948,21702.303856
PG24,2026-04-01 14:15:0.00000000,-14506.360709,16567.614761,14048.363933
PG25,2026-04-01 14:15:0.00000000,-10353.314352,15998.304845,-18787.77384
PG26,2026-04-01 14:15:0.00000000,20461.067172,6564.343027,-16100.952135
PG27,2026-04-01 14:15:0.00000000,20948.628525,9078.585075,13563.202276
PG28,2026-04-01 14:15:0.00000000,8659.700265,16357.084375,-19038.215859
PG29,2026-04-01 14:15:0.00000000,-1908.077006,19051.86421,-18385.091925
PG30,2026-04-01 14:15:0.00000000,-3978.738686,-21786.114294,14672.042361
PG31,2026-04-01 14:15:0.00000000,14092.84985,6441.271235,-21846.578483
PG32,2026-04-01 14:15:0.00000000,15908.507329,21233.518317,2892.881974
PG01,2026-04-01 14:30:0.00000000,15019.857376,-18938.77002,10907.18678
PG02,2026-04-01 14:30:0.00000000,15656.567069,-8655.023722,19830.110393
PG03,2026-04-01 14:30:0.00000000,21017.77259,-12231.362905,-10736.779583
PG04,2026-04-01 14:30:0.00000000,10542.162098,-10673.738002,-21881.985055
PG05,2026-04-01 14:30:0.00000000,-25785.907389,4472.112073,-4831.500453
PG06,2026-04-01 14:30:0.00000000,-6769.934627,-18259.748667,-17923.844414
PG07,2026-04-01 14:30:0.00000000,5213.900814,-25736.334141,2666.798585
PG08,2026-04-01 14:30:0.00000000,19289.139791,-191.755588,18262.65307
PG09,2026-04-01 14:30:0.00000000,457.77987,-18248.333379,-19363.441964
PG10,2026-04-01 14:30:0.00000000,9590.26489,12298.753234,21821.305112
PG11,2026-04-01 14:30:0.00000000,-14435.298326,-4531.704284,-21775.890452
PG12,2026-04-01 14:30:0.00000000,-23304.279678,10050.583525,-8123.191982
PG13,2026-04-01 14:30:0.00000000,-19467.45248,-8930.275017,15606.155794
PG14,2026-04-01 14:30:0.00000000,-6441.349703,-14460.250804,21437.705035
PG15,2026-04-01 14:30:0.00000000,-18499.73228,3030.819489,18291.32889
PG16,2026-04-01 14:30:0.00000000,25303.339305,2143.888846,-8892.721442
PG17,2026-04-01 14:30:0.00000000,-11058.398154,-22362.623187,9078.443572
PG18,2026-04-01 14:30:0.00000000,-4730.995798,25647.849155,4234.779158
PG19,2026-04-01 14:30:0.00000000,-17208.652198,-20601.286933,-842.736763
PG20,2026-04-01 14:30:0.00000000,-20856.472955,-5066.157946,15688.641052
PG21,2026-04-01 14:30:0.00000000,-23390.908219,-3224.570365,-12196.480829
PG22,2026-04-01 14:30:0.00000000,-11943.834639,-12567.975669,20360.637555
PG23,2026-04-01 14:30:0.00000000,-4979.371125,15651.409478,20884.219229
PG24,2026-04-01 14:30:0.00000000,-14410.353586,14723.923015,16022.959045
PG25,2026-04-01 14:30:0.00000000,-12336.598727,16316.231786,-17195.363634
PG26,2026-04-01 14:30:0.00000000,18719.087075,7329.418775,-17789.100372
PG27,2026-04-01 14:30:0.00000000,21799.237203,10283.826974,11266.100873
PG28,2026-04-01 14:30:0.00000000,7949.913239,18328.765911,-17487.460377
PG29,2026-04-01 14:30:0.00000000,-3358.795139,17420.876311,-19760.777899
PG30,2026-04-01 14:30:0.00000000,-3279.342329,-23182.194044,12492.353009
PG31,2026-04-01 14:30:0.00000000,13270.378984,8724.13137,-21536.173677
PG32,2026-04-01 14:30:0.00000000,15439.448335,21045.528923,5696.299558
PG01,2026-04-01 14:45:0.00000000,14803.482576,-17549.386835,13275.809289
PG02,2026-04-01 14:45:0.00000000,15421.927004,-6396.49902,20913.742506
PG03,2026-04-01 14:45:0.00000000,22070.916302,-12366.643844,-8084.178678
PG04,2026-04-01 14:45:0.00000000,12282.291657,-8875.213389,-21792.932697
PG05,2026-04-01 14:45:0.00000000,-25193.56936,4074.067519,-7606.353055
PG06,2026-04-01 14:45:0.00000000,-6134.508768,-20113.876016,-16064.928535
PG07,2026-04-01 14:45:0.00000000,5536.309521,-25737.238339,-188.938646
PG08,2026-04-01 14:45:0.00000000,20712.079824,1251.844477,16649.91293
PG09,2026-04-01 14:45:0.00000000,2202.277951,-16800.944449,-20530.868528
PG10,2026-04-01 14:45:0.00000000,7228.096365,12967.766872,22315.891274
PG11,2026-04-01 14:45:0.00000000,-13725.014011,-6921.190923,-21612.983365
PG12,2026-04-01 14:45:0.00000000,-24079.281827,9970.828709,-5411.428712
PG13,2026-04-01 14:45:0.00000000,-20384.837681,-10361.899441,13461.846878
PG14,2026-04-01 14:45:0.00000000,-4083.520998,-15109.784721,21541.439013
PG15,2026-04-01 14:45:0.00000000,-20143.304518,1703.9267,16709.637491
PG16,2026-04-01 14:45:0.00000000,24264.735848,2548.715186,-11397.015914
PG17,2026-04-01 14:45:0.00000000,-10101.948266,-21690.802432,11601.001642
