OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-34070,2025-095Z,2026-06-01T03:49:14.702880,15.27588407,.000144,43.0036,64.8006,264.8941,95.1746,0,U,63913,999,6054,.42229E-3,.11379E-3,0
STARLINK-34070,2025-095Z,2026-06-01T03:49:14.703744,15.27588407,.00014401,43.0036,64.8006,264.8941,95.1746,0,U,63913,999,6054,.42229278E-3,.11379E-3,0
STARLINK-34070,2025-095Z,2026-06-05T09:49:24.841920,15.27652148,.0003937,43.0034,40.8004,264.1953,95.8450,0,U,63913,999,6119,.61385E-3,.16707E-3,0
STARLINK-34070,2025-095Z,2026-06-05T09:49:24.842784,15.27652148,.00039368,43.0034,40.8004,264.1953,95.8450,0,U,63913,999,6119,.61384844E-3,.16707E-3,0
STARLINK-34070,2025-095Z,2026-06-06T09:21:45.389088,15.27607529,.0002721,43.0052,35.2608,267.4832,92.5708,0,U,63913,999,6134,.84296E-3,.23027E-3,0
STARLINK-34070,2025-095Z,2026-06-06T09:21:45.389952,15.27607529,.00027208,43.0052,35.2608,267.4832,92.5708,0,U,63913,999,6134,.84295863E-3,.23027E-3,0
STARLINK-34070,2025-095Z,2026-06-07T08:54:06.636096,15.27595363,.00010847,43.0019,29.7204,286.0723,74.0009,0,U,63913,999,6149,.73869755E-3,.2013E-3,0
STARLINK-34070,2025-095Z,2026-06-07T08:54:06.636096,15.27595363,.0001085,43.0019,29.7204,286.0723,74.0009,0,U,63913,999,6149,.7387E-3,.2013E-3,0
STARLINK-34070,2025-095Z,2026-06-08T08:26:28.970016,15.27566361,.0000949,43.0013,24.1828,280.9504,79.1241,0,U,63913,999,6164,.75471E-3,.20555E-3,0
STARLINK-34070,2025-095Z,2026-06-08T08:26:28.970880,15.27566361,.0000949,43.0013,24.1828,280.9504,79.1241,0,U,63913,999,6164,.75471172E-3,.20555E-3,0
STARLINK-34070,2025-095Z,2026-06-09T07:58:50.611872,15.27582331,.000024,43.0011,18.6437,73.7217,286.3661,0,U,63913,999,6179,.56333E-3,.15273E-3,0
STARLINK-34070,2025-095Z,2026-06-09T07:58:50.612736,15.27582331,.00002405,43.0011,18.6437,73.7217,286.3661,0,U,63913,999,6179,.56332873E-3,.15273E-3,0
STARLINK-34070,2025-095Z,2026-06-11T07:03:29.492640,15.27624263,.000294,43.0070,7.5651,268.0264,92.0251,0,U,63913,999,6209,.61568E-3,.16742E-3,0
STARLINK-34070,2025-095Z,2026-06-11T07:03:29.493504,15.27624263,.00029401,43.0070,7.5651,268.0264,92.0251,0,U,63913,999,6209,.61567713E-3,.16742E-3,0
STARLINK-34070,2025-095Z,2026-06-12T06:35:51.550080,15.27582006,.00008759,42.9978,2.0276,258.5351,101.5403,0,U,63913,999,6224,.65638972E-3,.17845E-3,0
STARLINK-34070,2025-095Z,2026-06-13T06:08:10.558464,15.27600617,.00057384,43.0062,356.4879,266.5121,93.5075,0,U,63913,999,6239,.96118814E-3,.26308E-3,0
