OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
SITRO-AIS-64,2025-313AW,2026-06-02T04:29:35.725056,15.24702711,.00099669,97.3943,228.4439,56.0389,304.1795,0,U,67292,999,2369,.41895314E-3,.1031E-3,0
SITRO-AIS-64,2025-313AW,2026-06-02T15:31:07.758912,15.24713619,.0009959,97.3942,228.8972,54.5015,305.7151,0,U,67292,999,2376,.44175E-3,.10879E-3,0
SITRO-AIS-64,2025-313AW,2026-06-02T15:31:07.759776,15.24713619,.00099585,97.3942,228.8972,54.5015,305.7151,0,U,67292,999,2376,.44175457E-3,.10879E-3,0
SITRO-AIS-64,2025-313AW,2026-06-03T04:07:09.791040,15.24725093,.0009925,97.3940,229.4155,52.7098,307.5043,0,U,67292,999,2384,.44294E-3,.10912E-3,0
SITRO-AIS-64,2025-313AW,2026-06-03T04:07:09.791904,15.24725093,.00099251,97.3940,229.4155,52.7098,307.5043,0,U,67292,999,2384,.44294339E-3,.10912E-3,0
SITRO-AIS-64,2025-313AW,2026-06-03T10:25:10.662816,15.24730655,.0009906,97.3939,229.6747,51.7759,308.4369,0,U,67292,999,2388,.45178E-3,.11133E-3,0
SITRO-AIS-64,2025-313AW,2026-06-03T10:25:10.663680,15.24730655,.00099056,97.3940,229.6747,51.7759,308.4369,0,U,67292,999,2388,.45178267E-3,.11133E-3,0
SITRO-AIS-64,2025-313AW,2026-06-04T03:44:42.599040,15.24748323,.0009858,97.3938,230.3876,49.3948,310.8146,0,U,67292,999,2399,.47884E-3,.11812E-3,0
SITRO-AIS-64,2025-313AW,2026-06-04T16:20:43.595232,15.24759410,.00098347,97.3935,230.9060,47.5548,312.6520,0,U,67292,999,2407,.44760037E-3,.11039E-3,0
SITRO-AIS-64,2025-313AW,2026-06-04T16:20:43.595232,15.24759410,.0009835,97.3935,230.9060,47.5548,312.6520,0,U,67292,999,2407,.4476E-3,.11039E-3,0
SITRO-AIS-64,2025-313AW,2026-06-05T11:14:44.450592,15.24773896,.0009756,97.3935,231.6837,45.3728,314.8303,0,U,67292,999,2419,.37487E-3,.9235E-4,0
SITRO-AIS-64,2025-313AW,2026-06-05T11:14:44.451456,15.24773897,.00097556,97.3935,231.6837,45.3728,314.8303,0,U,67292,999,2419,.3748721E-3,.9235E-4,0
SITRO-AIS-64,2025-313AW,2026-06-05T23:50:44.562912,15.24790337,.00096982,97.3936,232.2023,43.7635,316.4370,0,U,67292,999,2427,.53355078E-3,.13188E-3,0
SITRO-AIS-64,2025-313AW,2026-06-06T10:52:14.352096,15.24801490,.0009666,97.3934,232.6560,42.3747,317.8236,0,U,67292,999,2434,.54566E-3,.13494E-3,0
SITRO-AIS-64,2025-313AW,2026-06-06T10:52:14.352960,15.24801491,.00096657,97.3934,232.6560,42.3747,317.8236,0,U,67292,999,2434,.5456649E-3,.13494E-3,0
