OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
FENGYUN 1C DEB,1999-025ELC,2026-06-06T07:51:50.453856,13.87137906,.0328187,98.1882,176.0691,233.1878,142.1858,0,U,37687,999,85687,.33459E-2,.5976E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-06-06T07:51:50.454720,13.87137906,.0328187,98.1882,176.0691,233.1879,142.1858,0,U,37687,999,85687,.33458813E-2,.5976E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-06-08T19:31:30.999072,13.87152702,.03285648,98.1865,178.2544,226.2478,316.0139,0,U,37687,999,85721,.26872868E-2,.4798E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-06-08T19:31:30.999072,13.87152702,.0328565,98.1865,178.2544,226.2478,316.0139,0,U,37687,999,85721,.26873E-2,.4798E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-06-09T19:45:35.210016,13.87157387,.0328646,98.1859,179.1414,223.4312,318.5764,0,U,37687,999,85735,.20056E-2,.3572E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-06-09T19:45:35.210016,13.87157387,.03286463,98.1859,179.1414,223.4312,318.5764,0,U,37687,999,85735,.20056266E-2,.3572E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-06-16T19:40:30.304416,13.87209109,.0329598,98.1864,185.2877,203.9057,338.0739,0,U,37687,999,85832,.18816E-2,.3362E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-06-16T19:40:30.304416,13.87209109,.03295984,98.1864,185.2877,203.9057,338.0739,0,U,37687,999,85832,.18816364E-2,.3362E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-06-17T21:22:08.156352,13.87215144,.0329874,98.1862,186.2285,200.9568,284.4763,0,U,37687,999,85847,.17263768E-2,.3084E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-06-22T06:39:44.180352,13.87244476,.03305817,98.1865,190.0823,188.7456,234.4075,0,U,37687,999,85908,.20256142E-2,.3635E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-06-25T07:09:48.640032,13.87270402,.0331218,98.1861,192.7358,180.3714,201.0817,0,U,37687,999,85950,.24506E-2,.4416E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-06-25T07:09:48.640896,13.87270402,.03312177,98.1861,192.7358,180.3714,201.0817,0,U,37687,999,85950,.24506167E-2,.4416E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-06-28T07:51:08.008992,13.87299783,.03317491,98.1856,195.3973,171.9995,207.0451,0,U,37687,999,85992,.26620288E-2,.481E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-06-29T06:34:00.055200,13.87308861,.0331883,98.1855,196.2289,169.3840,253.8127,0,U,37687,999,86005,.27081E-2,.4897E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-06-29T06:34:00.055200,13.87308861,.03318832,98.1855,196.2289,169.3840,253.8127,0,U,37687,999,86005,.27081038E-2,.4897E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-07-01T19:41:32.771616,13.87335171,.03324292,98.1853,198.4668,162.3620,13.9327,0,U,37687,999,86040,.28865722E-2,.5233E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-07-07T12:19:03.078048,13.87402685,.03333199,98.1865,203.4698,146.6879,6.2459,0,U,37687,999,86119,.22163597E-2,.4025E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-07-07T12:19:03.078048,13.87402685,.033332,98.1865,203.4697,146.6878,6.2459,0,U,37687,999,86119,.22164E-2,.4025E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-07-07T20:49:48.280224,13.87405271,.03333936,98.1867,203.7815,145.7134,337.7910,0,U,37687,999,86124,.18898471E-2,.3427E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-07-07T20:49:48.280224,13.87405271,.0333394,98.1867,203.7814,145.7134,337.7910,0,U,37687,999,86124,.18898E-2,.3427E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-07-08T21:03:25.180128,13.87413134,.0333547,98.1868,204.6686,142.9572,339.6467,0,U,37687,999,86138,.18454584E-2,.3348E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-07-15T06:49:45.229728,13.87454797,.033422,98.1863,210.3004,125.3734,301.7693,0,U,37687,999,86227,.16833E-2,.3059E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-07-15T06:49:45.230592,13.87454797,.03342197,98.1863,210.3004,125.3734,301.7693,0,U,37687,999,86227,.16832673E-2,.3059E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-07-30T06:49:33.082752,13.87588348,.03335525,98.1890,223.4886,83.9661,346.2405,0,U,37687,999,86435,.3386516E-2,.6197E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-07-30T12:23:38.689728,13.87588955,.0334379,98.1849,223.6895,83.7826,64.7710,0,U,37687,999,86438,.33587003E-2,.616E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-08-07T12:29:17.450304,13.87643310,.03339494,98.1924,230.7295,61.8741,87.3059,0,U,37687,999,86549,.15960227E-2,.2907E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-08-08T06:52:57.741024,13.87643530,.0333849,98.1898,231.4039,59.7728,316.0304,0,U,37687,999,86560,.12003E-2,.2177E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-08-08T06:52:57.741024,13.87643530,.03338492,98.1898,231.4039,59.7728,316.0304,0,U,37687,999,86560,.12002592E-2,.2177E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-08-16T06:57:02.292768,13.87687062,.0332209,98.1892,238.4404,37.8035,334.6796,0,U,37687,999,86671,.16675544E-2,.3027E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-08-20T19:00:49.312224,13.87736182,.0331178,98.1875,242.3979,25.3995,148.6463,0,U,37687,999,86733,.28697649E-2,.5226E-4,0
FENGYUN 1C DEB,1999-025ELC,2026-08-23T06:48:22.221792,13.87770051,.03303991,98.1897,244.5885,18.4348,355.3065,0,U,37687,999,86768,.30474904E-2,.5544E-4,0
