OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-32422,2024-187U,2026-06-01T01:07:39.463392,15.30193384,.0001639,53.1615,22.3775,103.2374,256.8810,0,U,61592,999,9206,.60041E-4,.1419E-4,0
STARLINK-32422,2024-187U,2026-06-01T01:07:39.463392,15.30193384,.00016394,53.1615,22.3775,103.2374,256.8810,0,U,61592,999,9206,.60040761E-4,.1419E-4,0
STARLINK-32422,2024-187U,2026-06-02T19:27:06.380064,15.30188531,.0001474,53.1611,14.1860,108.4061,251.7100,0,U,61592,999,9233,.5724E-5,-.19E-5,0
STARLINK-32422,2024-187U,2026-06-02T19:27:06.380928,15.30188531,.00014742,53.1611,14.1860,108.4061,251.7100,0,U,61592,999,9233,.5724044E-5,-.19E-5,0
STARLINK-32422,2024-187U,2026-06-05T05:26:49.566912,15.30280564,.00061868,53.1622,2.9652,170.3579,189.7541,0,U,61592,999,9270,.21009772E-3,.5884E-4,0
STARLINK-32422,2024-187U,2026-06-05T18:00:02.998944,15.33187030,.0001266,53.1601,0.5259,65.5049,301.1887,0,U,61592,999,587,.16496E-1,.572206E-2,0
STARLINK-32422,2024-187U,2026-06-05T20:00:04.000032,15.33413941,.000152,53.1603,0.1380,71.7952,35.1656,0,U,61592,999,588,.34834E-2,.115472E-2,0
STARLINK-32422,2024-187U,2026-06-06T00:00:02.999808,15.33017307,.00018894,53.1604,359.3600,46.7346,260.8334,0,U,61592,999,577,.35855271E-1,.1267036E-1,0
STARLINK-32422,2024-187U,2026-06-06T04:00:03.998880,15.33098358,.000122,53.1600,358.5808,78.7599,69.4353,0,U,61592,999,580,.48293E-1,.1736747E-1,0
STARLINK-32422,2024-187U,2026-06-06T06:00:02.000160,15.33537879,.00010195,53.1598,358.1911,82.4834,165.7708,0,U,61592,999,581,.33767416E-1,.1207905E-1,0
