OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
FENGYUN 1C DEB,1999-025DRV,2026-06-05T09:01:36.299712,13.86547964,.0272945,98.4173,354.9269,230.0841,127.6041,0,U,36148,999,92663,.2107E-2,.3242E-4,0
FENGYUN 1C DEB,1999-025DRV,2026-06-05T09:01:36.300576,13.86547964,.02729445,98.4173,354.9269,230.0841,127.6041,0,U,36148,999,92663,.21070083E-2,.3242E-4,0
FENGYUN 1C DEB,1999-025DRV,2026-06-08T18:25:33.072960,13.86570868,.0273056,98.4176,357.9839,220.5994,137.4517,0,U,36148,999,92710,.23861E-2,.368E-4,0
FENGYUN 1C DEB,1999-025DRV,2026-06-08T18:25:33.073824,13.86570868,.02730559,98.4176,357.9839,220.5994,137.4517,0,U,36148,999,92710,.2386068E-2,.368E-4,0
FENGYUN 1C DEB,1999-025DRV,2026-06-10T06:47:43.239840,13.86578623,.027321,98.4178,359.3502,216.3944,141.8365,0,U,36148,999,92731,.18683E-2,.2874E-4,0
FENGYUN 1C DEB,1999-025DRV,2026-06-10T06:47:43.240704,13.86578623,.02732099,98.4178,359.3502,216.3944,141.8365,0,U,36148,999,92731,.18683347E-2,.2874E-4,0
FENGYUN 1C DEB,1999-025DRV,2026-06-12T09:01:10.595712,13.86591136,.02733833,98.4172,1.2363,210.5604,147.9381,0,U,36148,999,92760,.20670126E-2,.3186E-4,0
FENGYUN 1C DEB,1999-025DRV,2026-06-13T09:15:56.460096,13.86597018,.0273477,98.4169,2.1469,207.7467,150.8874,0,U,36148,999,92774,.21294E-2,.3285E-4,0
FENGYUN 1C DEB,1999-025DRV,2026-06-13T09:15:56.460096,13.86597018,.02734771,98.4169,2.1469,207.7467,150.8874,0,U,36148,999,92774,.21293746E-2,.3285E-4,0
FENGYUN 1C DEB,1999-025DRV,2026-06-14T07:46:47.278848,13.86603015,.0273568,98.4170,2.9921,205.1420,153.6211,0,U,36148,999,92787,.20947E-2,.3232E-4,0
FENGYUN 1C DEB,1999-025DRV,2026-06-14T07:46:47.279712,13.86603015,.02735683,98.4170,2.9921,205.1420,153.6211,0,U,36148,999,92787,.20946681E-2,.3232E-4,0
FENGYUN 1C DEB,1999-025DRV,2026-06-18T08:45:46.217664,13.86624765,.0274058,98.4174,6.6340,193.9101,165.4400,0,U,36148,999,92843,.16509E-2,.2543E-4,0
FENGYUN 1C DEB,1999-025DRV,2026-06-18T08:45:46.218528,13.86624765,.02740584,98.4174,6.6340,193.9101,165.4400,0,U,36148,999,92843,.16509295E-2,.2543E-4,0
FENGYUN 1C DEB,1999-025DRV,2026-06-22T08:00:46.149408,13.86645210,.02746714,98.4181,10.2119,182.9191,177.0378,0,U,36148,999,92898,.18747118E-2,.2899E-4,0
FENGYUN 1C DEB,1999-025DRV,2026-06-23T08:15:28.903392,13.86651353,.02748533,98.4180,11.1229,180.1250,179.9885,0,U,36148,999,92912,.19241649E-2,.2978E-4,0
FENGYUN 1C DEB,1999-025DRV,2026-06-30T08:14:20.909184,13.86703521,.02758995,98.4171,17.4324,160.8187,200.3610,0,U,36148,999,93009,.25003278E-2,.3895E-4,0
FENGYUN 1C DEB,1999-025DRV,2026-07-02T08:43:38.121024,13.86720530,.02762179,98.4172,19.2532,155.2507,206.2198,0,U,36148,999,93037,.27959534E-2,.4364E-4,0
FENGYUN 1C DEB,1999-025DRV,2026-07-02T08:43:38.121024,13.86720530,.0276218,98.4172,19.2532,155.2507,206.2198,0,U,36148,999,93037,.2796E-2,.4364E-4,0
FENGYUN 1C DEB,1999-025DRV,2026-07-07T18:36:10.566720,13.86761275,.0276991,98.4186,24.1317,140.3975,221.7781,0,U,36148,999,93112,.16475E-2,.2563E-4,0
