OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
FENGYUN 1C DEB,1999-025EHF,2026-06-03T04:52:46.154208,14.19252831,.01097738,98.5967,145.8861,270.4562,148.4823,0,U,37437,999,66437,.39217822E-3,.83E-5,0
FENGYUN 1C DEB,1999-025EHF,2026-06-03T04:52:46.154208,14.19252831,.0109774,98.5967,145.8861,270.4562,148.4823,0,U,37437,999,66437,.39218E-3,.83E-5,0
FENGYUN 1C DEB,1999-025EHF,2026-06-06T05:26:17.913408,14.19257875,.01101156,98.5965,148.8206,261.8035,115.3245,0,U,37437,999,66480,.37691231E-3,.796E-5,0
FENGYUN 1C DEB,1999-025EHF,2026-06-06T05:26:17.913408,14.19257875,.0110116,98.5965,148.8206,261.8035,115.3245,0,U,37437,999,66480,.37691E-3,.796E-5,0
FENGYUN 1C DEB,1999-025EHF,2026-06-07T17:44:29.376960,14.19260322,.0110167,98.5964,150.2891,257.3821,283.9193,0,U,37437,999,66501,.38229E-3,.808E-5,0
FENGYUN 1C DEB,1999-025EHF,2026-06-07T17:44:29.377824,14.19260322,.01101673,98.5964,150.2891,257.3821,283.9193,0,U,37437,999,66501,.38229111E-3,.808E-5,0
FENGYUN 1C DEB,1999-025EHF,2026-06-18T17:41:18.984192,14.19273492,.01104697,98.5967,160.9670,225.2322,316.0316,0,U,37437,999,66657,.2458312E-3,.505E-5,0
FENGYUN 1C DEB,1999-025EHF,2026-06-18T17:41:18.984192,14.19273492,.011047,98.5967,160.9670,225.2322,316.0316,0,U,37437,999,66657,.24583E-3,.505E-5,0
FENGYUN 1C DEB,1999-025EHF,2026-06-22T05:32:06.330048,14.19277155,.01106722,98.5961,164.3581,215.0849,166.2794,0,U,37437,999,66707,.24018814E-3,.493E-5,0
FENGYUN 1C DEB,1999-025EHF,2026-06-25T06:15:35.737056,14.19281361,.01108229,98.5963,167.3002,206.2641,168.8793,0,U,37437,999,66750,.29039342E-3,.605E-5,0
FENGYUN 1C DEB,1999-025EHF,2026-06-25T06:15:35.737056,14.19281361,.0110823,98.5963,167.3002,206.2641,168.8793,0,U,37437,999,66750,.29039E-3,.605E-5,0
FENGYUN 1C DEB,1999-025EHF,2026-06-28T05:20:10.576896,14.19285399,.0111013,98.5965,170.1761,197.6232,180.5922,0,U,37437,999,66792,.30435E-3,.636E-5,0
FENGYUN 1C DEB,1999-025EHF,2026-06-28T05:20:10.577760,14.19285399,.01110133,98.5965,170.1761,197.6232,180.5922,0,U,37437,999,66792,.30434534E-3,.636E-5,0
FENGYUN 1C DEB,1999-025EHF,2026-06-28T19:21:32.229792,14.19286128,.0111025,98.5972,170.7438,195.9396,285.9180,0,U,37437,999,66800,.29913826E-3,.625E-5,0
FENGYUN 1C DEB,1999-025EHF,2026-06-29T19:03:18.154368,14.19287621,.01111008,98.5972,171.7024,193.0715,290.6682,0,U,37437,999,66814,.30644483E-3,.641E-5,0
FENGYUN 1C DEB,1999-025EHF,2026-07-02T18:22:16.219200,14.19291976,.0111268,98.5971,174.5876,184.4375,353.4546,0,U,37437,999,66856,.35804E-3,.757E-5,0
FENGYUN 1C DEB,1999-025EHF,2026-07-02T18:22:16.219200,14.19291976,.01112683,98.5971,174.5876,184.4375,353.4546,0,U,37437,999,66856,.35803845E-3,.757E-5,0
FENGYUN 1C DEB,1999-025EHF,2026-07-04T05:08:33.346176,14.19294118,.01113687,98.5972,175.9943,180.2495,196.0832,0,U,37437,999,66877,.36819247E-3,.78E-5,0
FENGYUN 1C DEB,1999-025EHF,2026-07-04T05:08:33.346176,14.19294118,.0111369,98.5972,175.9943,180.2495,196.0832,0,U,37437,999,66877,.36819E-3,.78E-5,0
FENGYUN 1C DEB,1999-025EHF,2026-07-16T18:48:41.253120,14.19307335,.011236,98.5981,188.1992,144.0436,339.8572,0,U,37437,999,67055,.18598E-3,.374E-5,0
FENGYUN 1C DEB,1999-025EHF,2026-07-16T18:48:41.253984,14.19307335,.01123598,98.5981,188.1992,144.0436,339.8572,0,U,37437,999,67055,.18598117E-3,.374E-5,0
FENGYUN 1C DEB,1999-025EHF,2026-07-21T05:07:09.155424,14.19311928,.01126395,98.5984,192.5005,131.3465,292.3012,0,U,37437,999,67118,.25603201E-3,.531E-5,0
FENGYUN 1C DEB,1999-025EHF,2026-08-01T05:03:17.180064,14.19329786,.01129836,98.5996,203.1808,99.9581,323.3066,0,U,37437,999,67274,.37716803E-3,.803E-5,0
