OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-3138,2021-104Y,2026-06-01T11:43:01.227360,15.08833781,.00016911,53.1905,213.1936,58.6826,301.4331,0,U,49430,999,25128,.33138525E-3,.4989E-4,0
STARLINK-3138,2021-104Y,2026-06-04T06:29:12.871104,15.08837998,.00011898,53.1915,200.7048,81.2639,278.8487,0,U,49430,999,25170,.36861625E-4,.299E-5,0
STARLINK-3138,2021-104Y,2026-06-04T06:29:12.871104,15.08837998,.000119,53.1915,200.7047,81.2639,278.8487,0,U,49430,999,25170,.36862E-4,.299E-5,0
STARLINK-3138,2021-104Y,2026-06-05T09:30:46.419840,15.08832440,.0001211,53.1749,195.6388,82.6590,277.4539,0,U,49430,999,25187,.9695E-4,.1255E-4,0
STARLINK-3138,2021-104Y,2026-06-05T09:30:46.420704,15.08832440,.0001211,53.1749,195.6388,82.6590,277.4540,0,U,49430,999,25187,.96950443E-4,.1255E-4,0
STARLINK-3138,2021-104Y,2026-06-06T09:21:33.553152,15.08834974,.0001326,53.1753,191.1778,93.4688,266.6455,0,U,49430,999,25202,.89924E-4,.1143E-4,0
STARLINK-3138,2021-104Y,2026-06-06T09:21:33.553152,15.08834974,.00013261,53.1753,191.1778,93.4688,266.6455,0,U,49430,999,25202,.89923919E-4,.1143E-4,0
STARLINK-3138,2021-104Y,2026-06-06T18:53:52.503072,15.08812299,.0001137,53.1717,189.3891,90.6292,269.4830,0,U,49430,999,25208,.27563E-3,.4098E-4,0
STARLINK-3138,2021-104Y,2026-06-06T18:53:52.503936,15.08812299,.00011371,53.1717,189.3891,90.6292,269.4830,0,U,49430,999,25208,.27562943E-3,.4098E-4,0
STARLINK-3138,2021-104Y,2026-06-07T09:12:21.545280,15.08812196,.0001206,53.1720,186.7106,92.9788,267.1342,0,U,49430,999,25217,.2789E-3,.415E-4,0
STARLINK-3138,2021-104Y,2026-06-07T18:44:41.219232,15.08802840,.0001301,53.1701,184.9246,97.6193,262.4947,0,U,49430,999,25223,.43445E-3,.6626E-4,0
STARLINK-3138,2021-104Y,2026-06-08T05:52:22.200960,15.08829744,.00012946,53.1687,182.8404,90.1753,269.9387,0,U,49430,999,25230,.67095633E-4,.78E-5,0
STARLINK-3138,2021-104Y,2026-06-08T09:03:08.612064,15.08817302,.0001332,53.1667,182.2446,87.8532,272.2612,0,U,49430,999,25232,.25282E-3,.3736E-4,0
STARLINK-3138,2021-104Y,2026-06-08T18:35:28.203072,15.08802640,.000139,53.1668,180.4580,81.7430,278.3719,0,U,49430,999,25238,.49512E-3,.7593E-4,0
STARLINK-3138,2021-104Y,2026-06-09T05:43:09.397344,15.08830656,.00012489,53.1664,178.3738,88.7081,271.4054,0,U,49430,999,25245,.89683364E-4,.1139E-4,0
STARLINK-3138,2021-104Y,2026-06-09T08:53:55.430016,15.08837495,.0001194,53.1641,177.7771,98.7336,261.3791,0,U,49430,999,25247,.34115E-4,.255E-5,0
STARLINK-3138,2021-104Y,2026-06-09T08:53:55.430016,15.08837495,.00011944,53.1641,177.7771,98.7336,261.3791,0,U,49430,999,25247,.34114874E-4,.255E-5,0
STARLINK-3138,2021-104Y,2026-06-09T18:26:15.054720,15.08811232,.0001179,53.1639,175.9911,94.6485,265.4641,0,U,49430,999,25253,.42772E-3,.6521E-4,0
STARLINK-3138,2021-104Y,2026-06-09T18:26:15.055584,15.08811232,.00011787,53.1639,175.9911,94.6485,265.4641,0,U,49430,999,25253,.42772072E-3,.6521E-4,0
