OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
FENGYUN 1C DEB,1999-025EXR,2026-06-01T23:01:13.277280,14.44089447,.03059191,99.1424,216.1072,211.0840,147.1934,0,U,41011,999,59627,.55728543E-3,.3322E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-06-09T10:36:56.516256,14.44139910,.0306065,99.1420,224.1622,188.9055,170.6630,0,U,41011,999,59735,.50393E-3,.3004E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-06-09T10:36:56.516256,14.44139910,.0306065,99.1420,224.1622,188.9056,170.6630,0,U,41011,999,59735,.50392897E-3,.3004E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-06-09T22:15:21.400992,14.44143446,.030606,99.1420,224.6840,187.4635,172.1944,0,U,41011,999,59742,.51815E-3,.3091E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-06-09T22:15:21.401856,14.44143446,.03060602,99.1420,224.6840,187.4635,172.1944,0,U,41011,999,59742,.51814702E-3,.3091E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-06-10T09:53:46.203648,14.44146562,.0306087,99.1421,225.2060,186.0294,173.7176,0,U,41011,999,59749,.51233E-3,.3056E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-06-10T09:53:46.204512,14.44146562,.03060874,99.1421,225.2060,186.0294,173.7177,0,U,41011,999,59749,.51233119E-3,.3056E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-06-10T23:11:57.314112,14.44150097,.03061354,99.1421,225.8024,184.3891,175.4603,0,U,41011,999,59757,.51487447E-3,.3073E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-06-12T21:45:35.233920,14.44164576,.03062166,99.1423,227.8903,178.6495,181.5592,0,U,41011,999,59785,.64283563E-3,.3858E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-06-14T21:58:57.693792,14.44179130,.0306302,99.1421,230.0530,172.7041,187.8761,0,U,41011,999,59814,.60829E-3,.365E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-06-14T21:58:57.694656,14.44179130,.0306302,99.1421,230.0530,172.7041,187.8761,0,U,41011,999,59814,.60829125E-3,.365E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-06-16T10:33:54.950976,14.44188979,.0306359,99.1418,231.6937,168.1954,192.6633,0,U,41011,999,59836,.54725E-3,.3278E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-06-16T10:33:54.951840,14.44188979,.03063589,99.1418,231.6937,168.1954,192.6633,0,U,41011,999,59836,.54725283E-3,.3278E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-06-16T22:12:18.435168,14.44191901,.0306377,99.1416,232.2158,166.7600,194.1864,0,U,41011,999,59843,.54233E-3,.3249E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-06-16T22:12:18.435168,14.44191901,.03063773,99.1416,232.2158,166.7600,194.1864,0,U,41011,999,59843,.54233261E-3,.3249E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-06-20T11:00:32.382432,14.44213196,.0306502,99.1413,236.0192,156.3134,205.2515,0,U,41011,999,59894,.54863E-3,.3292E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-06-21T15:16:35.848992,14.44219967,.03065467,99.1413,237.2869,152.8316,208.9292,0,U,41011,999,59911,.50389735E-3,.3019E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-06-23T22:08:54.862944,14.44236025,.03065765,99.1421,239.7479,146.0710,216.0511,0,U,41011,999,59944,.61964949E-3,.3731E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-06-25T10:43:45.865632,14.44250522,.0306585,99.1422,241.3880,141.5690,220.7775,0,U,41011,999,59966,.78588E-3,.4753E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-06-25T10:43:45.866496,14.44250522,.03065849,99.1422,241.3880,141.5690,220.7776,0,U,41011,999,59966,.78588404E-3,.4753E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-06-28T21:51:57.951360,14.44279920,.03065699,99.1416,245.1159,131.3481,231.4519,0,U,41011,999,60016,.66763296E-3,.4031E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-07-02T10:39:48.237120,14.44311703,.0306555,99.1409,248.9189,120.9107,242.2604,0,U,41011,999,60067,.84249E-3,.5109E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-07-02T10:39:48.237120,14.44311703,.03065552,99.1409,248.9189,120.9107,242.2604,0,U,41011,999,60067,.84249227E-3,.5109E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-07-05T21:47:44.331072,14.44342616,.0306486,99.1405,252.6471,110.6810,252.7519,0,U,41011,999,60117,.64305E-3,.3885E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-07-05T21:47:44.331936,14.44342616,.03064856,99.1405,252.6471,110.6810,252.7519,0,U,41011,999,60117,.64305353E-3,.3885E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-07-10T03:12:51.506208,14.44365991,.03063552,99.1417,257.1957,98.2173,265.3878,0,U,41011,999,60178,.38927598E-3,.2325E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-07-12T03:25:44.362848,14.44374204,.0306295,99.1418,259.3580,92.2856,271.3432,0,U,41011,999,60207,.32932E-3,.1956E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-07-12T03:25:44.363712,14.44374204,.0306295,99.1418,259.3580,92.2856,271.3432,0,U,41011,999,60207,.32932037E-3,.1956E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-07-14T10:17:36.345696,14.44382939,.03061913,99.1399,261.8170,85.5281,278.0816,0,U,41011,999,60240,.29217838E-3,.1727E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-07-16T10:30:25.835328,14.44389944,.03063248,99.1398,263.9796,79.5871,283.9685,0,U,41011,999,60269,.25777429E-3,.1516E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-07-16T10:30:25.835328,14.44389944,.0306325,99.1398,263.9796,79.5871,283.9685,0,U,41011,999,60269,.25777E-3,.1516E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-07-17T03:07:57.050688,14.44392550,.0306247,99.1394,264.7249,77.5414,285.9857,0,U,41011,999,60279,.26435E-3,.1556E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-07-17T03:07:57.051552,14.44392550,.03062465,99.1394,264.7249,77.5414,285.9857,0,U,41011,999,60279,.26434965E-3,.1556E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-07-20T10:56:00.711456,14.44403235,.0305973,99.1405,268.3048,67.6987,295.6337,0,U,41011,999,60327,.27124086E-3,.1597E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-07-22T22:47:00.586176,14.44417477,.03059208,99.1405,270.9885,60.3375,302.7905,0,U,41011,999,60363,.45741344E-3,.2742E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-07-24T03:02:44.419200,14.44425930,.03058376,99.1408,272.2563,56.8440,306.1695,0,U,41011,999,60380,.52975906E-3,.3186E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-07-25T10:37:57.305568,14.44433366,.0305732,99.1412,273.6733,52.9590,309.9149,0,U,41011,999,60399,.48564362E-3,.2914E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-07-26T03:15:25.840800,14.44438175,.03057064,99.1411,274.4187,50.9019,311.8934,0,U,41011,999,60409,.50510315E-3,.3033E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-07-29T22:41:28.932000,14.44459484,.03052789,99.1399,278.5168,39.6385,322.6694,0,U,41011,999,60464,.45369476E-3,.2714E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-08-01T10:32:17.837376,14.44471891,.0305196,99.1396,281.2022,32.2430,329.7019,0,U,41011,999,60500,.38412134E-3,.2286E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-08-02T03:09:44.352576,14.44475170,.0305223,99.1398,281.9483,30.1998,331.6399,0,U,41011,999,60510,.37303E-3,.2218E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-08-02T03:09:44.353440,14.44475170,.03052232,99.1398,281.9483,30.1998,331.6399,0,U,41011,999,60510,.37303097E-3,.2218E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-08-07T11:09:57.817728,14.44492928,.0304913,99.1386,287.6880,14.3887,346.5748,0,U,41011,999,60587,.18523669E-3,.1063E-4,0
FENGYUN 1C DEB,1999-025EXR,2026-08-13T03:28:48.658368,14.44503953,.03044639,99.1397,293.8029,357.5509,2.4173,0,U,41011,999,60669,.12838968E-3,.712E-5,0
FENGYUN 1C DEB,1999-025EXR,2026-08-13T03:28:48.658368,14.44503953,.0304464,99.1397,293.8029,357.5509,2.4173,0,U,41011,999,60669,.12839E-3,.712E-5,0
FENGYUN 1C DEB,1999-025EXR,2026-08-14T11:03:54.110880,14.44506749,.0304449,99.1389,295.2185,353.6560,6.0810,0,U,41011,999,60688,.15566E-3,.879E-5,0
