OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
FENGYUN 1C DEB,1999-025QE,2026-06-01T13:55:16.694976,14.07102891,.00221575,98.7474,167.8413,141.0147,338.3511,0,U,30077,999,99515,.67171272E-4,.7E-6,0
FENGYUN 1C DEB,1999-025QE,2026-06-01T15:38:33.016992,14.07102898,.00221598,98.7474,167.9107,140.8183,341.6312,0,U,30077,999,99516,.70031416E-4,.75E-6,0
FENGYUN 1C DEB,1999-025QE,2026-06-03T13:41:22.938432,14.07103452,.0022241,98.7474,169.7678,135.6002,340.4154,0,U,30077,999,99543,.13184E-3,.179E-5,0
FENGYUN 1C DEB,1999-025QE,2026-06-03T13:41:22.938432,14.07103452,.00222411,98.7474,169.7678,135.6002,340.4154,0,U,30077,999,99543,.13183914E-3,.179E-5,0
FENGYUN 1C DEB,1999-025QE,2026-06-03T23:39:46.105056,14.07103578,.0022258,98.7473,170.1700,134.4785,285.3443,0,U,30077,999,99549,.13768E-3,.188E-5,0
FENGYUN 1C DEB,1999-025QE,2026-06-03T23:39:46.105920,14.07103578,.00222584,98.7473,170.1700,134.4785,285.3443,0,U,30077,999,99549,.1376833E-3,.188E-5,0
FENGYUN 1C DEB,1999-025QE,2026-06-06T07:46:25.149216,14.07104467,.0022355,98.7473,172.4329,128.1384,248.1692,0,U,30077,999,99582,.13005E-3,.176E-5,0
FENGYUN 1C DEB,1999-025QE,2026-06-06T13:25:33.163104,14.07104549,.0022362,98.7473,172.6609,127.4970,1.1384,0,U,30077,999,99585,.12378E-3,.165E-5,0
FENGYUN 1C DEB,1999-025QE,2026-06-06T13:25:33.163968,14.07104549,.00223617,98.7473,172.6609,127.4970,1.1384,0,U,30077,999,99585,.12378149E-3,.165E-5,0
FENGYUN 1C DEB,1999-025QE,2026-06-07T07:39:50.792832,14.07104787,.0022389,98.7473,173.3964,125.4385,250.5227,0,U,30077,999,99596,.10236E-3,.129E-5,0
FENGYUN 1C DEB,1999-025QE,2026-06-07T07:39:50.793696,14.07104788,.00223894,98.7473,173.3964,125.4385,250.5227,0,U,30077,999,99596,.10235947E-3,.129E-5,0
FENGYUN 1C DEB,1999-025QE,2026-06-07T18:40:31.223424,14.07104909,.0022402,98.7473,173.8405,124.1735,54.5897,0,U,30077,999,99602,.86726E-4,.103E-5,0
FENGYUN 1C DEB,1999-025QE,2026-06-08T00:56:12.688800,14.07104970,.0022408,98.7473,174.0930,123.4739,296.1471,0,U,30077,999,99606,.74296E-4,.82E-6,0
FENGYUN 1C DEB,1999-025QE,2026-06-08T00:56:12.689664,14.07104970,.00224082,98.7473,174.0930,123.4740,296.1471,0,U,30077,999,99606,.74295919E-4,.82E-6,0
FENGYUN 1C DEB,1999-025QE,2026-06-09T07:41:50.182944,14.07105143,.0022449,98.7473,175.3335,119.9859,308.4988,0,U,30077,999,99624,.17385E-4,-.13E-6,0
FENGYUN 1C DEB,1999-025QE,2026-06-09T07:41:50.183808,14.07105143,.00224488,98.7473,175.3336,119.9859,308.4988,0,U,30077,999,99624,.17384873E-4,-.13E-6,0
FENGYUN 1C DEB,1999-025QE,2026-06-09T13:04:37.286400,14.07105185,.00224547,98.7473,175.5505,119.3741,3.9610,0,U,30077,999,99627,.9197592E-5,-.27E-6,0
FENGYUN 1C DEB,1999-025QE,2026-06-09T14:46:43.633920,14.07105185,.00224562,98.7472,175.6191,119.1803,3.1393,0,U,30077,999,99628,.6274718E-5,-.32E-6,0
