prediction_horizon_hours,inclination_deg,eccentricity,mean_motion_rev_day,bstar,mean_motion_derivative,NORAD_CAT_ID,reliability_label,reliability
20.13315696,6.3767,0.000324,1.00271575,0.0,-7.5e-07,28089,1,Reliable
2.89862544,6.3789,0.0003257,1.00271639,0.0,-7.4e-07,28089,1,Reliable
26.09190264,6.3792,0.00032935,1.00271704,0.0,-7.4e-07,28089,1,Reliable
18.91397688,6.3818,0.0003316,1.00271841,0.0,-7.3e-07,28089,1,Reliable
25.66441224,6.3836,0.00033268,1.00271894,0.0,-7.2e-07,28089,1,Reliable
8.55488976,6.3861,0.00033367,1.00271995,0.0,-7.1e-07,28089,1,Reliable
10.4528916,6.3867,0.00033858,1.00272058,0.0,-7e-07,28089,1,Reliable
6.16091304,6.3878,0.00033768,1.00272037,0.0,-7e-07,28089,1,Reliable
1.73198928,6.3884,0.00034118,1.00272112,0.0,-6.9e-07,28089,1,Reliable
5.60680992,6.3887,0.0003366,1.00272087,0.0,-6.9e-07,28089,1,Reliable
17.7275316,6.3889,0.00034216,1.0027213,0.0,-6.9e-07,28089,1,Reliable
20.923622400000003,6.3908,0.00033826,1.00272133,0.0,-6.9e-07,28089,1,Reliable
2.9278845600000003,6.3927,0.0003405,1.0027221,0.0,-6.9e-07,28089,1,Reliable
6.32758344,6.393,0.00033996,1.00272201,0.0,-6.9e-07,28089,1,Reliable
13.96539192,6.3935,0.0003449,1.0027223,0.0,-7e-07,28089,1,Reliable
1.43227392,6.3949,0.0003427,1.00272222,0.0,-7e-07,28089,1,Reliable
8.55499656,6.3952,0.00033921,1.00272223,0.0,-7.1e-07,28089,1,Reliable
14.80694736,6.3957,0.00034405,1.00272238,0.0,-7.1e-07,28089,1,Reliable
9.14599464,6.397,0.0003408,1.00272269,0.0,-7.3e-07,28089,1,Reliable
15.3987,6.3979,0.00034359,1.00272258,0.0,-7.4e-07,28089,1,Reliable
25.06780968,6.3997,0.00033683,1.00272239,0.0,-7.7e-07,28089,1,Reliable
1.04106144,6.4019,0.0003376,1.00272218,0.0,-8.1e-07,28089,1,Reliable
17.86818408,6.4021,0.00033325,1.0027218,0.0,-8.2e-07,28089,1,Reliable
2.91164376,6.4037,0.0003322,1.00272162,0.0,-8.5e-07,28089,1,Reliable
9.57198096,6.4039,0.0003286,1.00272147,0.0,-8.6e-07,28089,1,Reliable
11.11875816,6.4048,0.0003296,1.00272109,0.0,-8.7e-07,28089,1,Reliable
3.18145656,6.4062,0.00032937,1.00272094,0.0,-8.9e-07,28089,1,Reliable
2.97218784,6.4063,0.0003252,1.00272052,0.0,-9e-07,28089,1,Reliable
4.78621008,6.4066,0.00032573,1.00272068,0.0,-9e-07,28089,1,Reliable
1.89303024,6.4071,0.0003267,1.00272041,0.0,-9.1e-07,28089,1,Reliable
17.9115624,6.4073,0.0003262,1.00272017,0.0,-9.1e-07,28089,1,Reliable
4.16129208,6.4094,0.00032236,1.00271955,0.0,-9.3e-07,28089,1,Reliable
15.56764464,6.4098,0.00032259,1.00271946,0.0,-9.3e-07,28089,1,Reliable
4.31632008,6.4114,0.00032177,1.00271925,0.0,-9.4e-07,28089,1,Reliable
20.48617584,6.4119,0.00032108,1.0027191,0.0,-9.4e-07,28089,1,Reliable
3.8536752,6.4139,0.00031778,1.00271883,0.0,-9.4e-07,28089,1,Reliable
19.24684512,6.4144,0.0003284,1.00271843,0.0,-9.4e-07,28089,0,Not Reliable
24.48277392,6.4163,0.0003153,1.00271757,0.0,-9.3e-07,28089,1,Reliable
3.73950912,6.4188,0.00031524,1.00271722,0.0,-9.1e-07,28089,1,Reliable
24.35024904,6.4193,0.00031614,1.00271678,0.0,-9e-07,28089,1,Reliable
5.59797936,6.4217,0.0003152,1.00271624,0.0,-8.8e-07,28089,1,Reliable
14.636933999999998,6.4225,0.00031692,1.00271598,0.0,-8.7e-07,28089,1,Reliable
3.60000096,6.4241,0.00031737,1.0027162,0.0,-8.6e-07,28089,1,Reliable
5.713842720000001,6.4242,0.0003181,1.00271603,0.0,-8.6e-07,28089,1,Reliable
13.94482224,6.4251,0.00031822,1.00271595,0.0,-8.5e-07,28089,1,Reliable
10.00797912,6.4263,0.00031909,1.00271612,0.0,-8.4e-07,28089,1,Reliable
15.308671919999998,6.4276,0.00031976,1.00271599,0.0,-8.3e-07,28089,1,Reliable
8.642036880000001,6.4291,0.00032152,1.00271616,0.0,-8.3e-07,28089,1,Reliable
10.0322976,6.4302,0.00032044,1.0027161,0.0,-8.2e-07,28089,1,Reliable
3.6554448,6.4312,0.00032246,1.00271635,0.0,-8.2e-07,28089,1,Reliable
3.48442224,6.4314,0.00032301,1.00271656,0.0,-8.2e-07,28089,1,Reliable
6.780983999999999,6.432,0.0003244,1.00271667,0.0,-8.2e-07,28089,1,Reliable
14.43820848,6.4328,0.00032292,1.0027167,0.0,-8.2e-07,28089,1,Reliable
25.94884992,6.4343,0.00032506,1.00271713,0.0,-8.1e-07,28089,1,Reliable
7.5155712,6.437,0.00032633,1.00271797,0.0,-8.1e-07,28089,1,Reliable
17.412809760000002,6.4377,0.0003264,1.0027182,0.0,-8.1e-07,28089,1,Reliable
17.45971944,6.4394,0.0003278,1.00271893,0.0,-8.1e-07,28089,1,Reliable
3.4916493600000003,6.4411,0.00032993,1.00271949,0.0,-8.1e-07,28089,1,Reliable
9.54005904,6.4417,0.00033195,1.00271992,0.0,-8.1e-07,28089,1,Reliable
23.9521896,6.4427,0.0003305,1.0027203,0.0,-8.1e-07,28089,1,Reliable
23.95090464,6.4451,0.0003335,1.00272153,0.0,-8e-07,28089,1,Reliable
23.952794880000003,6.4475,0.00033779,1.00272286,0.0,-7.9e-07,28089,1,Reliable
13.68336744,6.4498,0.0003425,1.00272418,0.0,-7.7e-07,28089,1,Reliable
10.2675264,6.4513,0.00034402,1.00272445,0.0,-7.7e-07,28089,1,Reliable
13.9411728,6.4522,0.00034387,1.00272502,0.0,-7.6e-07,28089,1,Reliable
33.96420024,6.4538,0.000344,1.00272514,0.0,-7.5e-07,28089,0,Not Reliable
11.97443664,6.4568,0.0003503,1.0027231,0.0,-7.4e-07,28089,0,Not Reliable
7.2749664,6.4581,0.00035327,1.00272734,0.0,-7.4e-07,28089,0,Not Reliable
4.7013432,6.4588,0.0003524,1.00272313,0.0,-7.4e-07,28089,0,Not Reliable
34.07748936,6.459,0.00035669,1.00272788,0.0,-7.4e-07,28089,1,Reliable
8.90791944,6.4623,0.00035855,1.00272816,0.0,-7.6e-07,28089,1,Reliable
18.716334,6.4631,0.00035795,1.00272855,0.0,-7.7e-07,28089,1,Reliable
29.24116032,6.465,0.00035746,1.00272855,0.0,-8e-07,28089,1,Reliable
4.8637452,6.4677,0.0003533,1.00272849,0.0,-8.5e-07,28089,1,Reliable
14.19505488,6.4682,0.00035618,1.0027283,0.0,-8.5e-07,28089,1,Reliable
9.7578924,6.4696,0.00035509,1.0027281,0.0,-8.8e-07,28089,1,Reliable
17.1024396,6.4705,0.0003563,1.00272762,0.0,-9e-07,28089,1,Reliable
6.8486496,6.4722,0.0003537,1.00272729,0.0,-9.3e-07,28089,1,Reliable
13.70300664,6.4729,0.0003566,1.00272706,0.0,-9.4e-07,28089,1,Reliable
0.6880740000000001,6.4744,0.0003571,1.00272667,0.0,-9.6e-07,28089,1,Reliable
11.27054472,6.4744,0.0003544,1.00272671,0.0,-9.6e-07,28089,0,Not Reliable
13.87948848,6.4761,0.00037037,1.00272449,0.0,-9.7e-07,28089,1,Reliable
3.45286872,6.4771,0.000356,1.00272549,0.0,-9.8e-07,28089,1,Reliable
21.59320056,6.4774,0.0003568,1.00272549,0.0,-9.8e-07,28089,1,Reliable
